FRAME NUMBER;POSITION;ID;BALL
3007;(665, 176);248;False
3007;(795, 151);390;True
3008;(872, 491);334;False
3008;(983, 461);149;False
3008;(384, 456);267;False
3008;(515, 445);238;False
3008;(1003, 374);381;False
3008;(419, 363);389;False
3008;(610, 338);386;False
3008;(680, 317);332;False
3008;(736, 210);387;False
3008;(917, 256);151;False
3008;(665, 179);248;False
3008;(819, 152);390;True
3009;(873, 492);334;False
3009;(983, 461);149;False
3009;(384, 457);267;False
3009;(515, 445);238;False
3009;(1003, 373);381;False
3009;(418, 363);389;False
3009;(610, 338);386;False
3009;(680, 318);332;False
3009;(736, 210);387;False
3009;(917, 256);151;False
3009;(666, 176);248;False
3009;(832, 152);390;True
3010;(872, 494);334;False
3010;(385, 462);267;False
3010;(983, 461);149;False
3010;(513, 442);238;False
3010;(1003, 370);381;False
3010;(416, 363);389;False
3010;(680, 321);332;False
3010;(610, 338);386;False
3010;(736, 210);387;False
3010;(912, 251);151;False
3010;(666, 179);248;False
3010;(858, 153);390;True
3011;(872, 498);334;False
3011;(386, 466);267;False
3011;(983, 462);149;False
3011;(512, 441);238;False
3011;(1003, 363);381;False
3011;(414, 363);389;False
3011;(681, 325);332;False
3011;(611, 338);386;False
3011;(736, 212);387;False
3011;(910, 245);151;False
3011;(668, 190);248;False
3011;(883, 154);390;True
3012;(871, 499);334;False
3012;(387, 469);267;False
3012;(983, 461);149;False
3012;(512, 441);238;False
3012;(1003, 358);381;False
3012;(414, 363);389;False
3012;(682, 327);332;False
3012;(611, 338);386;False
3012;(736, 213);387;False
3012;(910, 243);151;False
3012;(669, 194);248;False
3012;(896, 157);390;True
3013;(872, 500);334;False
3013;(388, 474);267;False
3013;(983, 461);149;False
3013;(509, 439);238;False
3013;(1003, 351);381;False
3013;(414, 363);389;False
3013;(683, 328);332;False
3013;(612, 338);386;False
3013;(910, 237);151;False
3013;(673, 193);248;False
3013;(921, 162);390;False
3014;(874, 500);334;False
3014;(389, 477);267;False
3014;(983, 461);149;False
3014;(508, 437);238;False
3014;(1003, 343);381;False
3014;(411, 364);389;False
3014;(683, 328);332;False
3014;(614, 338);386;False
3014;(736, 218);391;False
3014;(910, 232);151;False
3014;(673, 193);248;False
3014;(947, 163);390;True
3015;(873, 500);334;False
3015;(389, 480);267;False
3015;(983, 462);149;False
3015;(507, 435);238;False
3015;(1002, 341);381;False
3015;(411, 365);389;False
3015;(683, 328);332;False
3015;(614, 338);386;False
3015;(735, 220);391;False
3015;(910, 232);151;False
3015;(673, 193);248;False
3015;(955, 164);390;False
3016;(873, 500);334;False
3016;(391, 485);267;False
3016;(983, 462);149;False
3016;(502, 432);238;False
3016;(1005, 334);381;False
3016;(410, 366);389;False
3016;(685, 330);332;False
3016;(615, 338);386;False
3016;(736, 226);391;False
3016;(910, 230);151;False
3016;(673, 193);248;False
3016;(976, 166);390;True
3017;(873, 501);334;False
3017;(392, 486);267;False
3017;(983, 462);149;False
3017;(499, 429);238;False
3017;(1013, 332);381;False
3017;(409, 367);389;False
3017;(685, 339);332;False
3017;(618, 337);386;False
3017;(736, 230);391;False
3017;(910, 228);151;False
3017;(673, 194);248;False
3017;(995, 169);390;True
3018;(873, 502);334;False
3018;(393, 486);267;False
3018;(983, 462);149;False
3018;(496, 424);238;False
3018;(1014, 330);381;False
3018;(408, 367);389;False
3018;(686, 339);332;False
3018;(621, 337);386;False
3018;(736, 226);391;False
3018;(910, 228);151;False
3018;(674, 195);248;False
3018;(1002, 172);390;True
3019;(872, 506);334;False
3019;(395, 485);267;False
3019;(983, 461);149;False
3019;(493, 415);238;False
3019;(408, 367);389;False
3019;(1017, 328);381;False
3019;(686, 343);332;False
3019;(624, 336);386;False
3019;(909, 227);151;False
3019;(674, 195);248;False
3019;(1021, 176);390;False
3020;(873, 512);334;False
3020;(397, 485);267;False
3020;(983, 468);149;False
3020;(493, 406);238;False
3020;(406, 367);389;False
3020;(688, 344);332;False
3020;(1022, 325);381;False
3020;(626, 336);386;True
3020;(908, 226);151;False
3020;(675, 195);248;False
3020;(1040, 182);390;False
3021;(873, 516);334;False
3021;(398, 485);267;False
3021;(983, 463);149;False
3021;(493, 403);238;False
3021;(406, 368);389;False
3021;(688, 346);332;False
3021;(1020, 323);381;False
3021;(627, 336);386;False
3021;(911, 226);151;False
3021;(675, 195);248;False
3021;(1048, 184);390;False
3022;(873, 523);334;False
3022;(398, 485);267;False
3022;(983, 460);149;False
3022;(496, 400);238;False
3022;(405, 368);389;False
3022;(688, 348);332;False
3022;(1024, 320);381;False
3022;(627, 335);386;False
3022;(728, 225);392;False
3022;(912, 227);151;False
3022;(676, 195);248;False
3022;(1059, 192);390;True
3023;(873, 532);334;False
3023;(401, 488);267;False
3023;(983, 458);149;False
3023;(501, 398);238;False
3023;(404, 368);389;False
3023;(688, 350);332;False
3023;(1026, 317);381;False
3023;(629, 334);386;False
3023;(726, 226);392;False
3023;(912, 229);151;False
3023;(677, 194);248;False
3023;(1074, 195);390;True
3024;(873, 535);334;False
3024;(400, 493);267;False
3024;(983, 459);149;False
3024;(505, 397);238;False
3024;(403, 368);389;False
3024;(689, 352);332;False
3024;(1025, 314);381;False
3024;(629, 334);386;False
3024;(726, 225);392;False
3024;(912, 230);151;False
3024;(677, 194);248;False
3024;(1080, 198);390;False
3025;(873, 538);334;False
3025;(402, 497);267;False
3025;(983, 457);149;False
3025;(507, 392);238;False
3025;(402, 366);389;False
3025;(691, 355);332;False
3025;(1029, 309);381;False
3025;(630, 333);386;False
3025;(722, 225);392;False
3025;(909, 230);151;False
3025;(677, 193);248;False
3025;(1088, 204);390;True
3026;(872, 538);334;False
3026;(402, 498);267;False
3026;(983, 457);149;False
3026;(507, 387);238;False
3026;(401, 366);389;False
3026;(690, 358);332;False
3026;(1033, 304);381;False
3026;(632, 333);386;False
3026;(722, 227);392;False
3026;(909, 230);151;False
3026;(678, 192);248;False
3026;(1098, 209);390;True
3027;(872, 538);334;False
3027;(404, 499);267;False
3027;(983, 456);149;False
3027;(506, 385);238;False
3027;(690, 360);332;False
3027;(400, 365);389;False
3027;(1036, 301);381;False
3027;(632, 333);386;False
3027;(726, 277);393;False
3027;(909, 229);151;False
3027;(724, 226);392;False
3027;(678, 192);248;False
3027;(1102, 213);390;True
3028;(873, 537);334;False
3028;(405, 499);267;False
3028;(983, 458);149;False
3028;(502, 380);238;False
3028;(690, 362);332;False
3028;(399, 365);389;False
3028;(635, 332);386;False
3028;(1043, 296);381;False
3028;(726, 278);393;False
3028;(911, 227);151;False
3028;(724, 227);392;False
3028;(678, 190);248;False
3028;(1110, 218);390;True
3029;(874, 537);334;False
3029;(404, 500);267;False
3029;(983, 459);149;False
3029;(499, 375);238;False
3029;(691, 366);332;False
3029;(397, 364);389;False
3029;(638, 332);386;False
3029;(1045, 293);381;False
3029;(727, 278);393;False
3029;(905, 220);151;False
3029;(723, 226);392;False
3029;(678, 189);248;False
3029;(1117, 224);390;True
3030;(875, 536);334;False
3030;(406, 500);267;False
3030;(983, 460);149;False
3030;(499, 372);238;False
3030;(691, 367);332;False
3030;(397, 364);389;False
3030;(639, 331);386;False
3030;(1046, 291);381;False
3030;(722, 278);393;False
3030;(907, 217);151;False
3030;(724, 225);392;False
3030;(677, 188);248;False
3030;(1120, 226);390;True
3031;(877, 539);334;False
3031;(408, 499);267;False
3031;(983, 463);149;False
3031;(691, 371);332;False
3031;(496, 366);238;False
3031;(396, 364);389;False
3031;(640, 331);386;False
3031;(1046, 283);381;False
3031;(722, 279);393;False
3031;(909, 210);151;False
3031;(725, 222);392;False
3031;(677, 188);248;False
3031;(1126, 232);390;True
3032;(881, 540);334;False
3032;(410, 499);267;False
3032;(983, 463);149;False
3032;(689, 376);332;False
3032;(494, 360);238;False
3032;(394, 364);389;False
3032;(643, 331);386;False
3032;(1047, 278);381;False
3032;(722, 279);393;False
3032;(911, 205);151;False
3032;(728, 221);392;False
3032;(1128, 239);390;True
3032;(675, 188);248;False
3033;(882, 541);334;False
3033;(410, 500);267;False
3033;(982, 463);149;False
3033;(688, 378);332;False
3033;(493, 358);238;False
3033;(393, 364);389;False
3033;(643, 331);386;False
3033;(722, 280);393;False
3033;(1048, 277);381;False
3033;(912, 201);151;False
3033;(728, 219);392;False
3033;(1128, 242);390;False
3033;(675, 188);248;False
3034;(882, 541);334;False
3034;(412, 500);267;False
3034;(984, 463);149;False
3034;(688, 382);332;False
3034;(391, 364);389;False
3034;(491, 352);238;False
3034;(645, 331);386;False
3034;(722, 281);393;False
3034;(1048, 272);381;False
3034;(909, 196);151;False
3034;(729, 219);392;False
3034;(1144, 240);390;True
3034;(674, 187);248;False
3035;(883, 543);334;False
3035;(412, 500);267;False
3035;(986, 463);149;False
3035;(688, 386);332;False
3035;(389, 364);389;False
3035;(488, 344);238;False
3035;(648, 331);386;False
3035;(722, 283);393;False
3035;(1053, 269);381;False
3035;(909, 192);151;False
3035;(729, 219);392;False
3035;(674, 187);248;False
3035;(1165, 235);390;True
3036;(883, 542);334;False
3036;(412, 500);267;False
3036;(987, 462);149;False
3036;(687, 387);332;False
3036;(389, 364);389;False
3036;(488, 341);238;False
3036;(649, 331);386;False
3036;(723, 283);393;False
3036;(1056, 266);381;False
3036;(908, 192);151;False
3036;(729, 218);392;False
3036;(672, 187);248;False
3036;(1173, 234);390;True
3037;(883, 543);334;False
3037;(413, 501);267;False
3037;(989, 462);149;False
3037;(685, 391);332;False
3037;(387, 365);389;False
3037;(486, 335);238;False
3037;(651, 331);386;False
3037;(723, 285);393;False
3037;(1063, 262);381;False
3037;(908, 191);151;False
3037;(736, 219);392;False
3037;(671, 186);248;False
3037;(1195, 230);390;False
3038;(883, 543);334;False
3038;(413, 501);267;False
3038;(992, 462);149;False
3038;(685, 394);332;False
3038;(385, 365);389;False
3038;(486, 327);238;False
3038;(653, 333);386;False
3038;(729, 287);393;False
3038;(1070, 259);381;False
3038;(919, 191);151;False
3038;(737, 218);392;False
3038;(670, 186);248;False
3038;(1216, 225);390;True
3039;(883, 543);334;False
3039;(413, 501);267;False
3039;(994, 462);149;False
3039;(683, 396);332;False
3039;(384, 365);389;False
3039;(486, 323);238;False
3039;(653, 333);386;False
3039;(729, 288);393;False
3039;(1075, 256);381;False
3039;(920, 192);151;False
3039;(737, 218);392;False
3039;(670, 186);248;False
3039;(1224, 224);390;True
3040;(883, 543);334;False
3040;(414, 502);267;False
3040;(1005, 462);149;False
3040;(683, 397);332;False
3040;(383, 366);389;False
3040;(486, 316);238;False
3040;(653, 334);386;False
3040;(731, 288);393;False
3040;(1084, 252);381;False
3040;(924, 195);151;False
3040;(729, 219);392;False
3040;(668, 186);248;False
3040;(1243, 221);390;True
3041;(883, 543);334;False
3041;(413, 504);267;False
3041;(1004, 461);149;False
3041;(683, 397);332;False
3041;(382, 368);389;False
3041;(653, 335);386;False
3041;(483, 311);238;False
3041;(736, 290);393;False
3041;(1092, 249);381;False
3041;(926, 199);151;False
3041;(729, 219);392;False
3041;(665, 186);248;False
3041;(1262, 218);390;True
3042;(883, 543);334;False
3042;(414, 504);267;False
3042;(1006, 460);149;False
3042;(683, 397);332;False
3042;(381, 368);389;False
3042;(653, 335);386;False
3042;(483, 308);238;False
3042;(739, 290);393;False
3042;(1094, 248);381;False
3042;(927, 200);151;False
3042;(729, 219);392;False
3042;(664, 186);248;False
3042;(1271, 216);390;True
3043;(883, 543);334;False
3043;(415, 505);267;False
3043;(1010, 459);149;False
3043;(683, 397);332;False
3043;(380, 370);389;False
3043;(653, 336);386;False
3043;(480, 304);238;False
3043;(742, 288);393;False
3043;(1094, 245);381;False
3043;(729, 219);392;False
3043;(928, 203);151;False
3043;(661, 187);248;False
3043;(1289, 213);390;True
3044;(883, 543);334;False
3044;(415, 506);267;False
3044;(1013, 459);149;False
3044;(684, 397);332;False
3044;(379, 371);389;False
3044;(654, 336);386;False
3044;(478, 301);238;False
3044;(748, 288);393;False
3044;(1095, 240);381;False
3044;(928, 203);151;False
3044;(729, 218);392;False
3044;(659, 187);248;False
3044;(1306, 211);390;True
3045;(883, 543);334;False
3045;(415, 506);267;False
3045;(1013, 458);149;False
3045;(685, 397);332;False
3045;(379, 371);389;False
3045;(655, 336);386;False
3045;(477, 299);238;False
3045;(751, 288);393;False
3045;(1097, 239);381;False
3045;(729, 218);392;False
3045;(929, 203);151;False
3045;(657, 188);248;False
3045;(1314, 210);390;True
3046;(883, 543);334;False
3046;(415, 507);267;False
3046;(1016, 458);149;False
3046;(685, 398);332;False
3046;(378, 372);389;False
3046;(655, 336);386;False
3046;(474, 296);238;False
3046;(757, 288);393;False
3046;(1101, 233);381;False
3046;(730, 217);392;False
3046;(931, 203);151;False
3046;(656, 188);248;False
3046;(1331, 208);390;True
3047;(883, 543);334;False
3047;(416, 507);267;False
3047;(1017, 458);149;False
3047;(686, 402);332;False
3047;(377, 373);389;False
3047;(656, 336);386;False
3047;(470, 294);238;False
3047;(757, 288);393;False
3047;(1109, 228);381;False
3047;(730, 218);392;False
3047;(935, 203);151;False
3047;(656, 188);248;False
3047;(1344, 208);390;True
3048;(883, 543);334;False
3048;(416, 507);267;False
3048;(1018, 458);149;False
3048;(686, 405);332;False
3048;(377, 373);389;False
3048;(656, 336);386;False
3048;(470, 292);238;False
3048;(758, 288);393;False
3048;(1112, 227);381;False
3048;(731, 218);392;False
3048;(935, 203);151;False
3048;(656, 189);248;False
3048;(1350, 206);390;True
